event_date,category_level1,category_level2,order_count,unique_customers,unique_products,total_revenue,avg_order_value,min_order_value,max_order_value,revenue_per_customer,sale_year,sale_month,sale_quarter,sale_week,_aggregated_at
2019-12-09,uncategorized,general,9193,1112,5038,44181.690000000475,4.806014358751275,0.08,207.94,39.73,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-10,accessories,bag,2,2,2,92.04,46.02,46.02,46.02,46.02,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-10,accessories,cosmetic_bag,1,1,1,4.44,4.44,4.44,4.44,4.44,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-10,apparel,glove,43,39,21,279.24,6.493953488372093,0.94,11.19,7.16,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-10,appliances,personal,1,1,1,43.21,43.21,43.21,43.21,43.21,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-10,appliances,environment,26,18,16,904.4099999999999,34.785,1.11,95.08,50.24,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-10,furniture,living_room,2,2,2,161.89,80.945,79.35,82.54,80.95,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-10,furniture,bathroom,10,8,6,196.94,19.694,3.41,54.76,24.62,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-10,stationery,cartrige,62,28,33,139.74000000000004,2.253870967741936,1.98,3.41,4.99,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-10,uncategorized,general,9646,1177,5331,45715.92000000041,4.7393655401203,0.05,194.44,38.84,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-11,apparel,glove,23,19,14,154.43,6.714347826086957,0.94,11.19,8.13,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-11,appliances,environment,22,19,16,1053.78,47.89909090909091,1.11,95.08,55.46,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-11,furniture,bathroom,7,5,5,41.760000000000005,5.965714285714286,3.41,13.81,8.35,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-11,furniture,living_room,1,1,1,79.35,79.35,79.35,79.35,79.35,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-11,stationery,cartrige,51,21,26,111.28000000000002,2.1819607843137256,1.98,3.65,5.3,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-11,uncategorized,general,9283,1182,5324,43942.17000000036,4.733617365075984,0.05,201.59,37.18,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-12,accessories,bag,1,1,1,62.7,62.7,62.7,62.7,62.7,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-12,apparel,glove,27,25,19,185.65999999999997,6.876296296296295,0.94,10.16,7.43,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-12,appliances,environment,23,17,16,597.0400000000001,25.95826086956522,1.11,94.44,35.12,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-12,furniture,living_room,3,2,1,247.62,82.54,82.54,82.54,123.81,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-12,furniture,bathroom,4,3,4,34.08,8.52,4.16,13.81,11.36,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-12,stationery,cartrige,45,17,29,103.78000000000002,2.3062222222222224,1.98,3.11,6.1,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-12,uncategorized,general,9292,1166,5219,43716.120000000614,4.7047051226862475,0.05,207.94,37.49,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-13,accessories,bag,2,2,2,96.03,48.015,33.33,62.7,48.02,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-13,accessories,cosmetic_bag,2,2,2,10.16,5.08,4.6,5.56,5.08,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-13,apparel,glove,35,33,17,217.57000000000005,6.216285714285716,1.87,11.19,6.59,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-13,appliances,personal,1,1,1,0.95,0.95,0.95,0.95,0.95,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-13,appliances,environment,19,15,13,737.45,38.81315789473685,1.11,95.08,49.16,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-13,furniture,bathroom,7,4,7,86.53,12.361428571428572,4.16,52.7,21.63,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-13,furniture,living_room,3,3,2,276.16999999999996,92.05666666666666,79.35,98.41,92.06,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-13,stationery,cartrige,26,14,16,60.19,2.315,1.98,3.65,4.3,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-13,uncategorized,general,7698,933,4712,36432.90000000055,4.7327747466875225,0.0,236.51,39.05,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-14,accessories,cosmetic_bag,2,2,2,29.369999999999997,14.684999999999999,5.56,23.81,14.68,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-14,accessories,bag,1,1,1,46.02,46.02,46.02,46.02,46.02,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-14,apparel,glove,18,17,13,107.36000000000001,5.964444444444445,0.94,9.52,6.32,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-14,appliances,environment,25,23,16,836.4700000000001,33.458800000000004,1.11,95.08,36.37,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-14,appliances,personal,1,1,1,52.86,52.86,52.86,52.86,52.86,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-14,furniture,living_room,1,1,1,79.35,79.35,79.35,79.35,79.35,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-14,furniture,bathroom,6,5,5,74.55,12.424999999999999,3.41,52.7,14.91,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-14,stationery,cartrige,29,10,19,63.829999999999984,2.20103448275862,1.98,3.65,6.38,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-14,uncategorized,general,5953,792,3800,29249.540000000172,4.91341172518061,0.08,194.44,36.93,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-15,accessories,bag,1,1,1,62.7,62.7,62.7,62.7,62.7,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-15,apparel,glove,28,24,17,170.79,6.0996428571428565,0.94,10.16,7.12,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-15,appliances,environment,25,22,13,799.5400000000001,31.981600000000004,1.11,79.21,36.34,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-15,stationery,cartrige,25,10,15,54.05,2.162,1.98,4.6,5.4,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-15,uncategorized,general,6940,931,4374,34337.590000000324,4.947779538904946,0.05,327.78,36.88,2019,12,4,50,2026-02-03 14:27:37.263318
2019-12-16,accessories,cosmetic_bag,2,2,2,10.0,5.0,4.44,5.56,5.0,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-16,apparel,glove,39,36,22,264.61,6.784871794871795,0.94,11.19,7.35,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-16,appliances,environment,22,18,15,1043.8500000000001,47.44772727272728,1.11,95.08,57.99,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-16,furniture,bathroom,4,4,4,34.08,8.52,3.41,16.51,8.52,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-16,stationery,cartrige,46,18,21,98.72,2.146086956521739,1.98,4.22,5.48,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-16,uncategorized,general,9109,1248,5234,45847.67000000039,5.033227577121571,0.05,273.02,36.74,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-17,accessories,cosmetic_bag,2,2,2,9.06,4.53,4.44,4.62,4.53,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-17,accessories,bag,4,4,3,142.82,35.705,30.16,46.02,35.71,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-17,apparel,glove,22,21,17,147.01999999999998,6.682727272727272,0.94,10.16,7.0,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-17,appliances,environment,32,29,21,1173.63,36.6759375,1.11,102.38,40.47,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-17,furniture,living_room,2,2,2,382.35,191.175,82.54,299.81,191.18,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-17,furniture,bathroom,8,8,6,234.98,29.3725,4.16,54.76,29.37,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-17,stationery,cartrige,46,20,25,97.0,2.108695652173913,1.98,3.65,4.85,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-17,uncategorized,general,8306,1169,4734,41554.78000000045,5.002983385504509,0.0,273.02,35.55,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-18,accessories,bag,1,1,1,46.02,46.02,46.02,46.02,46.02,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-18,apparel,glove,38,33,21,261.7100000000001,6.887105263157897,0.94,11.19,7.93,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-18,appliances,environment,24,21,17,1283.0,53.458333333333336,1.11,95.08,61.1,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-18,furniture,bathroom,7,5,7,133.56,19.080000000000002,3.41,54.76,26.71,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-18,furniture,living_room,1,1,1,98.41,98.41,98.41,98.41,98.41,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-18,stationery,cartrige,30,15,27,80.63,2.6876666666666664,1.98,4.6,5.38,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-18,uncategorized,general,7716,1113,4786,40698.16000000041,5.274515292897928,0.08,194.44,36.57,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-19,apparel,glove,39,32,18,253.02,6.487692307692308,0.94,11.19,7.91,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-19,appliances,environment,14,12,13,373.1,26.650000000000002,1.11,95.08,31.09,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-19,furniture,living_room,2,2,2,318.86,159.43,19.05,299.81,159.43,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-19,furniture,bathroom,11,9,9,235.4,21.400000000000002,2.78,54.76,26.16,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-19,stationery,cartrige,35,17,21,79.34999999999997,2.267142857142856,1.98,3.65,4.67,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-19,uncategorized,general,7041,1052,4383,36389.63000000029,5.168247408038672,0.05,327.78,34.59,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-20,accessories,bag,2,2,2,76.18,38.09,30.16,46.02,38.09,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-20,accessories,cosmetic_bag,6,3,5,53.01999999999999,8.836666666666664,4.44,23.81,17.67,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-20,apparel,glove,21,15,18,180.82999999999998,8.61095238095238,5.4,11.19,12.06,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-20,appliances,personal,3,3,2,134.91,44.97,23.79,55.56,44.97,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-20,appliances,environment,20,15,14,489.52,24.476,1.11,79.21,32.63,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-20,furniture,bathroom,7,4,6,48.95,6.992857142857143,4.16,13.81,12.24,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-20,furniture,living_room,1,1,1,19.05,19.05,19.05,19.05,19.05,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-20,stationery,cartrige,13,8,11,30.62,2.3553846153846156,1.98,3.02,3.83,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-20,uncategorized,general,6232,912,4001,33872.73000000029,5.435290436457042,0.0,236.51,37.14,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-21,accessories,bag,2,2,2,138.89,69.445,62.7,76.19,69.45,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-21,apparel,glove,16,16,9,94.75,5.921875,0.94,8.89,5.92,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-21,appliances,environment,16,15,11,696.3399999999999,43.521249999999995,1.11,95.08,46.42,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-21,furniture,living_room,2,2,2,101.59,50.795,19.05,82.54,50.8,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-21,stationery,cartrige,38,19,25,90.53999999999999,2.382631578947368,1.98,3.44,4.77,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-21,uncategorized,general,5527,811,3577,27648.730000000163,5.002484168626771,0.08,273.02,34.09,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-22,accessories,bag,2,2,2,68.24,34.12,30.16,38.08,34.12,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-22,accessories,cosmetic_bag,2,2,2,10.0,5.0,4.44,5.56,5.0,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-22,apparel,glove,18,18,10,113.54999999999998,6.308333333333333,5.24,9.52,6.31,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-22,appliances,personal,1,1,1,57.14,57.14,57.14,57.14,57.14,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-22,appliances,environment,25,22,16,954.8400000000001,38.1936,1.11,95.08,43.4,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-22,furniture,living_room,2,2,2,379.15999999999997,189.57999999999998,79.35,299.81,189.58,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-22,furniture,bathroom,4,3,4,106.59,26.6475,10.0,54.76,35.53,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-22,stationery,cartrige,18,12,11,40.5,2.25,1.98,3.02,3.38,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-22,uncategorized,general,6013,908,3929,31482.090000000306,5.235671046066906,0.0,137.78,34.67,2019,12,4,51,2026-02-03 14:27:37.263318
2019-12-23,accessories,cosmetic_bag,1,1,1,4.62,4.62,4.62,4.62,4.62,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-23,apparel,glove,28,25,15,183.32999999999998,6.547499999999999,5.24,10.16,7.33,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-23,appliances,environment,28,25,15,1018.0800000000003,36.36000000000001,1.11,95.08,40.72,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-23,furniture,bathroom,12,9,9,164.98,13.748333333333333,2.06,52.7,18.33,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-23,furniture,living_room,2,2,1,165.08,82.54,82.54,82.54,82.54,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-23,stationery,cartrige,56,26,31,129.68,2.315714285714286,1.98,3.65,4.99,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-23,uncategorized,general,6798,1077,4235,34961.31000000046,5.142881729920633,0.05,137.78,32.46,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-24,accessories,cosmetic_bag,1,1,1,5.56,5.56,5.56,5.56,5.56,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-24,apparel,glove,31,27,18,205.55,6.630645161290323,5.24,10.16,7.61,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-24,appliances,environment,23,21,16,726.2199999999999,31.57478260869565,1.11,95.08,34.58,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-24,furniture,bathroom,8,8,4,96.99,12.12375,4.16,54.76,12.12,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-24,furniture,living_room,1,1,1,98.41,98.41,98.41,98.41,98.41,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-24,stationery,cartrige,32,15,24,71.43999999999998,2.2324999999999995,1.98,3.65,4.76,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-24,uncategorized,general,6799,1077,4289,35613.050000000374,5.237983526989318,0.05,194.44,33.07,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-25,accessories,bag,1,1,1,30.16,30.16,30.16,30.16,30.16,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-25,accessories,cosmetic_bag,2,1,2,11.12,5.56,5.56,5.56,11.12,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-25,apparel,glove,25,22,16,161.34999999999997,6.453999999999999,0.94,9.52,7.33,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-25,appliances,environment,17,16,12,530.9,31.22941176470588,1.11,95.08,33.18,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-25,furniture,bathroom,9,8,5,150.51999999999998,16.724444444444444,4.16,52.7,18.81,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-25,stationery,cartrige,45,20,24,95.83999999999999,2.1297777777777775,1.98,3.65,4.79,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-25,uncategorized,general,6567,989,4094,32774.75000000047,4.990825338815361,0.0,157.14,33.14,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-26,accessories,cosmetic_bag,3,2,3,32.69,10.896666666666667,4.44,23.81,16.35,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-26,apparel,glove,24,23,16,162.70999999999998,6.779583333333332,0.94,10.16,7.07,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-26,appliances,environment,14,12,12,383.57,27.39785714285714,1.11,55.56,31.96,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-26,furniture,living_room,1,1,1,82.54,82.54,82.54,82.54,82.54,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-26,furniture,bathroom,8,8,3,135.28,16.91,4.16,55.56,16.91,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-26,stationery,cartrige,15,9,12,36.81,2.454,1.98,3.65,4.09,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-26,uncategorized,general,5843,893,3771,30576.03000000021,5.232933424610681,0.05,194.44,34.24,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-27,accessories,bag,1,1,1,46.02,46.02,46.02,46.02,46.02,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-27,apparel,glove,25,23,16,177.40999999999997,7.096399999999999,0.94,11.19,7.71,2019,12,4,52,2026-02-03 14:27:37.263318
